AQL date,Source,Client CRM,Client country,Number of sales reps,Subscription period,PPC budget USD,Stage,Loss reason description,Closing Date
"Jan 22, 2024",Demo Request,No CRM,UA (Ukraine),3,,0-500,Closed Lost,"Telecom (numbers, voice traffic)","Feb 1, 2024"
"Jan 22, 2024",Inbound call,No CRM,UA (Ukraine),5,90,0-500,Closed Won,,"Feb 9, 2024"
"Jan 22, 2024",Demo Request,No CRM,UA (Ukraine),2,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Feb 5, 2024"
"Jan 22, 2024",Partner,1C as CRM,UA (Ukraine),2,90,0-500,Closed Won,,"Jan 24, 2024"
"Jan 22, 2024",Registration,Bitrix24,KZ (Kazakhstan),4,,0-500,Closed Lost,Solving budget issues,"Jan 24, 2024"
"Jan 22, 2024",Demo Request,Bitrix24,KZ (Kazakhstan),2,,0-500,Closed Lost,Competitor has better product with better price,"Jan 31, 2024"
"Jan 22, 2024",Partner,Bitrix24,UA (Ukraine),5,180,0-500,Closed Won,,"Mar 6, 2024"
"Jan 22, 2024",Intercom,AmoCRM,GE (Georgia),15,,500-1000,Closed Lost,Client decided that it was not profitable,"Feb 8, 2024"
"Jan 22, 2024",Partner,Bitrix24,KZ (Kazakhstan),3,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Mar 6, 2024"
"Jan 22, 2024",Ringostat Messenger,Salesforce,US (United States of America),1,360,0-500,Closed Won,,"Jan 26, 2024"
"Jan 22, 2024",Facebook PPC,Other,UA (Ukraine),4,,0-500,Closed Lost,Integrations,"Jan 23, 2024"
"Jan 22, 2024",Partner,No CRM,US (United States of America),1,90,0-500,Closed Won,,"Feb 22, 2024"
"Jan 19, 2024",Inbound call,AmoCRM,UA (Ukraine),6,,500-1000,Closed Lost,Doing the website,"Feb 14, 2024"
"Jan 19, 2024",Demo Request,No CRM,UA (Ukraine),6,,0-500,Closed Lost,Solving budget issues,"Mar 12, 2024"
"Jan 19, 2024",Registration,No CRM,UA (Ukraine),3,,0-500,Closed Lost,Competitor gave better offer,"Jan 25, 2024"
"Jan 19, 2024",Inbound call,KeepinCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 19, 2024",Intercom,Bitrix24,UA (Ukraine),4,,0-500,Closed Lost,Competitor gave better offer,"Jan 23, 2024"
"Jan 19, 2024",Demo Request,KeyCRM,UA (Ukraine),3,90,0-500,Closed Won,,"Jan 23, 2024"
"Mar 29, 2024",Facebook PPC,No CRM,PL (Poland),7,,0-500,Negotiations,,
"Jan 19, 2024",Registration,No CRM,PL (Poland),3,,0-500,Closed Lost,Legal/accounting issues,"Feb 20, 2024"
"Jan 19, 2024",Registration,No CRM,PL (Poland),3,,0-500,Payment,,
"Jan 19, 2024",Intercom,Other,AE (United Arab Emirates),5,,0-500,Closed Lost,Client decided that it was not profitable,"Jan 22, 2024"
"Jan 19, 2024",Inbound call,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Competitor gave better offer,"Jan 26, 2024"
"Jan 19, 2024",Partner,Other,UA (Ukraine),3,,0-500,Closed Lost,Solving budget issues,"Jan 19, 2024"
"Jan 19, 2024",Partner,Pipedrive,UA (Ukraine),2,90,0-500,Closed Won,No responsible of the project at the moment,"Feb 28, 2024"
"Jan 19, 2024",Facebook PPC,KeyCRM,UA (Ukraine),3,90,500-1000,Closed Won,,"Mar 14, 2024"
"Jan 19, 2024",Inbound call,Bitrix24,KZ (Kazakhstan),4,,0-500,Closed Lost,Competitor has better product with better price,"Jan 29, 2024"
"Jan 18, 2024",Reference,Bitrix24,UA (Ukraine),1,360,0-500,Closed Won,,"Jan 24, 2024"
"Jan 18, 2024",Facebook PPC,Bitrix24,PL (Poland),2,,0-500,Closed Lost,Stopped communicating,"Jan 31, 2024"
"Jan 18, 2024",Inbound call,ZohoCRM,UA (Ukraine),5,180,0-500,Closed Won,,"Feb 2, 2024"
"Jan 18, 2024",Inbound call,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Solving budget issues,"Feb 7, 2024"
"Jan 18, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),2,,0-500,Closed Lost,Competitor gave better offer,"Jan 29, 2024"
"Jan 18, 2024",Inbound call,No CRM,UA (Ukraine),4,90,0-500,Closed Won,,"Jan 25, 2024"
"Jan 18, 2024",Intercom,No CRM,UA (Ukraine),15,90,0-500,Closed Won,,"Feb 27, 2024"
"Jan 18, 2024",Partner,No CRM,UA (Ukraine),7,360,0-500,Closed Won,,"Feb 15, 2024"
"Jan 18, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Jan 19, 2024"
"Feb 5, 2024",Inbound call,No CRM,UA (Ukraine),2,90,0-500,Closed Won,,"Feb 22, 2024"
"Jan 18, 2024",Registration,Pipedrive,UA (Ukraine),2,,0-500,Closed Lost,Stopped communicating,"Jan 25, 2024"
"Jan 18, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),3,,0-500,Project set up,,
"Jan 18, 2024",Registration,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Ads not run,"Jan 18, 2024"
"Jan 18, 2024",Partner,G-PLUS,UA (Ukraine),2,360,0-500,Closed Won,,"Feb 5, 2024"
"Jan 17, 2024",Reference,Hubspot,PL (Poland),4,,0-500,Closed Lost,Hiring,"Feb 20, 2024"
"Jan 17, 2024",Facebook PPC,No CRM,PL (Poland),10,,0-500,Negotiations,,
"Jan 17, 2024",Demo Request,Other,PL (Poland),5,,0-500,Closed Lost,Ringostat Smart Phone,"Feb 20, 2024"
"Jan 17, 2024",Inbound call,KeyCRM,UA (Ukraine),2,,0-500,Closed Lost,Solving budget issues,"Jan 25, 2024"
"Jan 17, 2024",Social networks,Hubspot,UA (Ukraine),10,,500-1000,Closed Lost,Integrations,"Jan 23, 2024"
"Jan 17, 2024",Inbound call,Onebox,UA (Ukraine),5,360,0-500,Closed Won,,"Feb 7, 2024"
"Jan 17, 2024",Partner,KeyCRM,UA (Ukraine),3,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 17, 2024",Partner,Bitrix24,KZ (Kazakhstan),1,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 16, 2024"
"Jan 16, 2024",Registration,No CRM,PL (Poland),3,,500-1000,Closed Lost,Ads not run,"Mar 8, 2024"
"Jan 16, 2024",Inbound call,No CRM,PL (Poland),1,,0-500,Closed Lost,No responsible of the project at the moment,"Apr 3, 2024"
"Jan 16, 2024",Inbound call,Firmao,PL (Poland),4,,0-500,Closed Lost,Did not provide official documents on request,"Jan 22, 2024"
"Jan 16, 2024",Inbound call,Firmao,PL (Poland),2,,0-500,Closed Lost,Competitor gave better offer,"Jan 23, 2024"
"Jan 16, 2024",Inbound call,Bitrix24,UA (Ukraine),6,360,0-500,Closed Won,,"Feb 2, 2024"
"Jan 16, 2024",Partner,Bitrix24,KZ (Kazakhstan),1,360,0-500,Closed Won,,"Jan 25, 2024"
"Jan 16, 2024",Registration,Custom CRM,UA (Ukraine),2,90,0-500,Closed Won,Doing the website,"Feb 1, 2024"
"Jan 16, 2024",Demo Request,Custom CRM,UA (Ukraine),40,,500-1000,Closed Lost,Competitor has better product with better price,"Jan 26, 2024"
"Jan 15, 2024",Inbound call,No CRM,PL (Poland),2,,0-500,Closed Lost,Other,"Mar 1, 2024"
"Jan 16, 2024",Partner,Other,UA (Ukraine),20,,0-500,Project set up,,
"Jan 16, 2024",Inbound call,AmoCRM,UA (Ukraine),2,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Jan 22, 2024"
"Jan 16, 2024",Inbound call,AmoCRM,KZ (Kazakhstan),4,,0-500,Closed Lost,Competitor has better product with better price,"Jan 26, 2024"
"Jan 17, 2024",Registration,Bitrix24,UA (Ukraine),6,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 23, 2024"
"Jan 17, 2024",Partner,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 2, 2024"
"Jan 17, 2024",Inbound call,No CRM,UA (Ukraine),3,,0-500,Closed Lost,Legal/accounting issues,"Jan 30, 2024"
"Jan 16, 2024",Inbound call,KeyCRM,UA (Ukraine),2,360,0-500,Closed Won,,"Feb 1, 2024"
"Jan 16, 2024",Inbound call,Other,UA (Ukraine),3,90,500-1000,Closed Won,,"Feb 23, 2024"
"Jan 16, 2024",Webinar,Firmao,PL (Poland),7,,0-500,Closed Lost,Phone system,"Jan 29, 2024"
"Jan 15, 2024",Partner,KeepinCRM,UA (Ukraine),1,,1000-2000,Closed Lost,Client decided that it was not profitable,"Jan 18, 2024"
"Jan 15, 2024",Partner,Creatio,UA (Ukraine),1,,0-500,Closed Lost,Implementing CRM,"Jan 25, 2024"
"Jan 17, 2024",Inbound call,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Client decided that it was not profitable,"Jan 18, 2024"
"Jan 16, 2024",Registration,Other,UA (Ukraine),3,,0-500,Closed Lost,Stopped communicating,"Jan 30, 2024"
"Jan 16, 2024",Registration,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Stopped communicating,"Jan 25, 2024"
"Jan 16, 2024",Intercom,No CRM,US (United States of America),3,,0-500,Closed Lost,Competitor has better product,"Jan 24, 2024"
"Jan 15, 2024",Intercom,Other,PL (Poland),4,,0-500,Negotiations,,
"Jan 16, 2024",Intercom,KeepinCRM,UA (Ukraine),2,,0-500,Closed Lost,Solving budget issues,"Jan 24, 2024"
"Jan 16, 2024",Ringostat Messenger,1C as CRM,UA (Ukraine),10,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 24, 2024"
"Jan 16, 2024",Intercom,AmoCRM,TR (Turkey),8,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 16, 2024",Facebook PPC,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Implementing CRM,"Jan 18, 2024"
"Mar 28, 2024",Registration,KeyCRM,UA (Ukraine),2,,0-500,Project set up,,"Feb 5, 2024"
"Jan 15, 2024",Social networks,No CRM,UA (Ukraine),3,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 1, 2024"
"Jan 15, 2024",Partner,Bitrix24,KZ (Kazakhstan),10,,1000-2000,Closed Lost,Stopped communicating,"Feb 2, 2024"
"Jan 15, 2024",Existing client,Hubspot,GE (Georgia),2,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 15, 2024",Partner,KeyCRM,UA (Ukraine),2,,0-500,Closed Lost,Competitor gave better offer,"Jan 25, 2024"
"Jan 12, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),3,,0-500,Closed Lost,Hiring,"Jan 26, 2024"
"Jan 12, 2024",Intercom,ZohoCRM,PT (Portugal),40,,0-500,Closed Lost,Competitor has better product with better price,"Jan 30, 2024"
"Jan 12, 2024",Existing client,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 12, 2024",Existing client,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 12, 2024",Inbound call,Bitrix24,UA (Ukraine),5,,0-500,Closed Lost,Competitor gave better offer,"Feb 12, 2024"
"Jan 12, 2024",Partner,No CRM,KZ (Kazakhstan),3,90,0-500,Closed Won,,"Jan 31, 2024"
"Jan 12, 2024",Registration,No CRM,PL (Poland),4,,0-500,Closed Lost,Hiring,"Jan 16, 2024"
"Jan 15, 2024",Demo Request,AmoCRM,RS (Serbia),3,,0-500,Closed Lost,High price without explanation,"Jan 24, 2024"
"Jan 15, 2024",Registration,Hubspot,KZ (Kazakhstan),3,,0-500,Closed Lost,Hiring,"Feb 20, 2024"
"Jan 12, 2024",Inbound call,altegio,PL (Poland),2,180,0-500,Closed Won,,"Jan 25, 2024"
"Jan 12, 2024",Intercom,AmoCRM,KZ (Kazakhstan),4,,0-500,Closed Lost,Stopped communicating,"Feb 6, 2024"
"Jan 12, 2024",Partner,No CRM,UA (Ukraine),4,360,0-500,Closed Won,,"Jan 31, 2024"
"Jan 12, 2024",Intercom,No CRM,KZ (Kazakhstan),4,,0-500,Closed Lost,Implementing CRM,"Feb 5, 2024"
"Jan 12, 2024",Inbound call,KeyCRM,UA (Ukraine),3,,0-500,Closed Lost,Client decided that it was not profitable,"Jan 19, 2024"
"Jan 12, 2024",Existing client,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 12, 2024",Existing client,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 12, 2024",Existing client,No CRM,UA (Ukraine),2,180,0-500,Closed Won,,"Feb 22, 2024"
"Jan 11, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Ads not run,"Jan 30, 2024"
"Jan 11, 2024",Partner,No CRM,UA (Ukraine),2,,2000-5000,Closed Lost,Client decided that it was not profitable,"Feb 16, 2024"
"Jan 11, 2024",Facebook PPC,No CRM,PL (Poland),5,,0-500,Closed Lost,Implementing CRM,"Jan 11, 2024"
"Jan 11, 2024",Demo Request,No CRM,PL (Poland),1,,0-500,Payment,,"Jan 22, 2024"
"Jan 11, 2024",Inbound call,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Hiring,"Feb 6, 2024"
"Jan 11, 2024",Inbound call,Other,UK (United Kingdom of Great Britain and Northern Ireland),2,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 5, 2024"
"Jan 11, 2024",Partner,Bitrix24,KZ (Kazakhstan),3,,0-500,Closed Lost,Solving budget issues,"Mar 7, 2024"
"Jan 11, 2024",Reference,No CRM,UA (Ukraine),2,90,0-500,Closed Won,,"Jan 22, 2024"
"Jan 11, 2024",Partner,ZohoCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Mar 11, 2024"
"Jan 11, 2024",Registration,Ident,KZ (Kazakhstan),2,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 31, 2024"
"Jan 11, 2024",Inbound call,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 12, 2024"
"Jan 11, 2024",Demo Request,Custom CRM,KZ (Kazakhstan),15,,0-500,Closed Lost,No responsible of the project at the moment,"Mar 6, 2024"
"Jan 10, 2024",Partner,AmoCRM,PL (Poland),2,180,0-500,Closed Won,,"Feb 26, 2024"
"Jan 10, 2024",Intercom,No CRM,PL (Poland),3,12-month contract,0-500,Closed Won,,"Jan 29, 2024"
"Jan 10, 2024",Facebook PPC,Bitrix24,PL (Poland),2,,0-500,Closed Lost,Hiring,"Jan 10, 2024"
"Jan 11, 2024",Intercom,No CRM,UA (Ukraine),2,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 23, 2024"
"Jan 10, 2024",Existing client,ZohoCRM,UA (Ukraine),5,90,0-500,Closed Won,,"Jan 31, 2024"
"Jan 10, 2024",Intercom,Custom CRM,UA (Ukraine),143,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 31, 2024"
"Jan 10, 2024",Inbound call,No CRM,KZ (Kazakhstan),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 21, 2024"
"Jan 10, 2024",Demo Request,Custom CRM,UA (Ukraine),3,90,0-500,Closed Won,,"Feb 12, 2024"
"Jan 10, 2024",Demo Request,Hubspot,UK (United Kingdom of Great Britain and Northern Ireland),2,,0-500,Closed Lost,Other,"Jan 10, 2024"
"Jan 10, 2024",Webinar,Bitrix24,PL (Poland),5,30,500-1000,Closed Won,,"Mar 6, 2024"
"Jan 10, 2024",Demo Request,Custom CRM,PL (Poland),10,,0-500,Closed Lost,Phone system,"Jan 10, 2024"
"Jan 11, 2024",Partner,Bitrix24,KZ (Kazakhstan),20,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Jan 29, 2024"
"Jan 10, 2024",Registration,Other,UA (Ukraine),4,,0-500,Closed Lost,Couldn't handle the objection,"Jan 19, 2024"
"Jan 10, 2024",Partner,Bitrix24,KZ (Kazakhstan),2,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Feb 7, 2024"
"Jan 10, 2024",Partner,No CRM,TR (Turkey),1,,1000-2000,Closed Lost,"Telecom (numbers, voice traffic)","Jan 23, 2024"
"Jan 10, 2024",Partner,No CRM,US (United States of America),1,90,2000-5000,Closed Won,,"Jan 23, 2024"
"Jan 10, 2024",Partner,No CRM,UA (Ukraine),2,,2000-5000,Closed Lost,Client decided that it was not profitable,"Jan 26, 2024"
"Jan 10, 2024",Partner,AmoCRM,UA (Ukraine),5,,0-500,Closed Lost,Stopped communicating,"Jan 18, 2024"
"Jan 9, 2024",Intercom,No CRM,UA (Ukraine),1,,500-1000,Closed Lost,Client decided that it was not profitable,"Feb 26, 2024"
"Jan 9, 2024",Inbound call,No CRM,UA (Ukraine),9,,0-500,Closed Lost,High price without explanation,"Jan 23, 2024"
"Jan 9, 2024",Inbound call,Other,UA (Ukraine),5,90,0-500,Closed Won,,"Jan 16, 2024"
"Jan 9, 2024",Registration,KeyCRM,UA (Ukraine),10,,0-500,Closed Lost,Solving budget issues,"Jan 19, 2024"
"Jan 9, 2024",Demo Request,Other,UA (Ukraine),3,,0-500,Closed Lost,Hiring,"Feb 8, 2024"
"Jan 9, 2024",Intercom,Salesdrive,UA (Ukraine),2,,0-500,Closed Lost,Competitor gave better offer,"Jan 11, 2024"
"Jan 9, 2024",Demo Request,Bitrix24,KZ (Kazakhstan),4,90,0-500,Closed Won,,"Mar 5, 2024"
"Jan 9, 2024",Partner,KeyCRM,UA (Ukraine),1,,500-1000,Closed Lost,Competitor gave better offer,"Jan 10, 2024"
"Jan 9, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),4,90,0-500,Closed Won,,"Jan 18, 2024"
"Jan 9, 2024",Inbound call,KeyCRM,UA (Ukraine),5,,0-500,Closed Lost,Stopped communicating,"Jan 24, 2024"
"Jan 8, 2024",Demo Request,Other,PL (Poland),2,,0-500,Closed Lost,Stopped communicating,"Jan 19, 2024"
"Jan 8, 2024",Registration,KeepinCRM,UA (Ukraine),3,,0-500,Closed Lost,No responsible of the project at the moment,"Jan 23, 2024"
"Jan 8, 2024",Intercom,Other,UA (Ukraine),1,360,0-500,Closed Won,,"Jan 22, 2024"
"Jan 8, 2024",Partner,Salesdrive,UA (Ukraine),6,,2000-5000,Closed Lost,Competitor has better product with better price,"Feb 29, 2024"
"Jan 8, 2024",Registration,Firmao,PL (Poland),4,360,0-500,Closed Won,,"Jan 25, 2024"
"Jan 8, 2024",Partner,Custom CRM,UA (Ukraine),8,90,2000-5000,Closed Won,,"Mar 31, 2024"
"Jan 8, 2024",Partner,Bitrix24,UA (Ukraine),3,,0-500,Closed Lost,Client decided that it was not profitable,"Jan 17, 2024"
"Jan 8, 2024",Partner,Custom CRM,UA (Ukraine),16,,1000-2000,Closed Lost,Client decided that it was not profitable,"Apr 1, 2024"
"Jan 8, 2024",Partner,Creatio,UA (Ukraine),3,,0-500,Closed Lost,Implementing CRM,"Jan 25, 2024"
"Jan 8, 2024",Partner,Salesdrive,UA (Ukraine),2,,2000-5000,Closed Lost,Competitor gave better offer,"Jan 18, 2024"
"Feb 6, 2024",Partner,Custom CRM,UA (Ukraine),3,,0-500,Closed Lost,Client decided that it was not profitable,"Mar 5, 2024"
"Jan 8, 2024",Partner,AmoCRM,KZ (Kazakhstan),2,90,500-1000,Closed Won,,"Jan 19, 2024"
"Jan 8, 2024",Registration,Custom CRM,IE (Ireland),1,,0-500,Closed Lost,Other,"Jan 19, 2024"
"Jan 5, 2024",Registration,Hubspot,KZ (Kazakhstan),2,90,0-500,Closed Won,,"Jan 16, 2024"
"Jan 5, 2024",Facebook PPC,No CRM,PL (Poland),2,,0-500,Closed Lost,Stopped communicating,"Feb 5, 2024"
"Jan 5, 2024",Intercom,No CRM,UA (Ukraine),4,360,500-1000,Closed Won,Stopped communicating,"Mar 14, 2024"
"Jan 4, 2024",Inbound call,Odoo,UA (Ukraine),5,90,0-500,Closed Won,,"Feb 14, 2024"
"Jan 4, 2024",Intercom,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Solving budget issues,"Jan 4, 2024"
"Jan 4, 2024",Facebook PPC,No CRM,PL (Poland),3,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Jan 24, 2024"
"Jan 4, 2024",Partner,Pipedrive,UA (Ukraine),4,180,0-500,Closed Won,,"Jan 19, 2024"
"Jan 4, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Jan 8, 2024"
"Jan 4, 2024",Facebook PPC,Other,PL (Poland),6,,0-500,Closed Lost,High price without explanation,"Jan 24, 2024"
"Jan 4, 2024",Demo Request,Bitrix24,PL (Poland),3,,0-500,Trial,,
"Jan 3, 2024",Facebook PPC,Microsoft Dynamics,PL (Poland),20,,0-500,Closed Lost,Hiring,"Jan 16, 2024"
"Jan 3, 2024",Registration,No CRM,PL (Poland),1,,0-500,Closed Lost,Ringostat Smart Phone,"Jan 18, 2024"
"Jan 3, 2024",Registration,No CRM,PL (Poland),1,,0-500,Closed Lost,Competitor gave better offer,"Jan 19, 2024"
"Jan 3, 2024",Registration,No CRM,UK (United Kingdom of Great Britain and Northern Ireland),1,,0-500,Closed Lost,Competitor gave better offer,"Jan 10, 2024"
"Jan 3, 2024",Inbound call,KeyCRM,UA (Ukraine),2,90,0-500,Closed Won,,"Jan 24, 2024"
"Jan 3, 2024",Registration,No CRM,BG (Bulgaria),2,,500-1000,Negotiations,,
"Jan 3, 2024",Existing client,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 15, 2024"
"Jan 3, 2024",Registration,Other,CY (Cyprus),3,,0-500,Closed Lost,Competitor gave better offer,"Jan 10, 2024"
"Jan 3, 2024",Partner,Bitrix24,KZ (Kazakhstan),3,90,2000-5000,Closed Won,,"Jan 30, 2024"
"Jan 2, 2024",Partner,KeyCRM,UA (Ukraine),2,,0-500,Closed Lost,Implementing CRM,"Jan 29, 2024"
"Feb 5, 2024",Partner,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 20, 2024"
"Feb 23, 2024",Registration,No CRM,UA (Ukraine),3,90,500-1000,Closed Won,,"Mar 14, 2024"
"Jan 12, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),1,,0-500,Closed Lost,,"Jan 12, 2024"
"Feb 5, 2024",Registration,No CRM,UA (Ukraine),2,90,0-500,Closed Won,,"Mar 5, 2024"
"Feb 13, 2024",Intercom,CleverBOX,UA (Ukraine),3,90,500-1000,Closed Won,,"Mar 4, 2024"
"Feb 7, 2024",Partner,NetHunt CRM,UA (Ukraine),1,360,0-500,Closed Won,,"Feb 14, 2024"
"Jan 2, 2024",Intercom,AmoCRM,IL (Israel),1,90,0-500,Closed Won,,"Jan 4, 2024"
"Jan 15, 2024",Demo Request,Custom CRM,PL (Poland),3,,0-500,Payment,,"Jul 25, 2023"
"Jan 15, 2024",Intercom,Custom CRM,PL (Poland),8,,0-500,Project set up,,"Oct 27, 2022"
"Jan 18, 2024",Demo Request,No CRM,KZ (Kazakhstan),12,,0-500,Closed Lost,High price without explanation,"Jan 22, 2024"
